experiment_id,stream,namespace,dag_id,cell_id,task_count,topology_family,weight_type,target_rho_l_bin,observation_index,attempt,raw_seed,accepted,reason,rho_l,longest_path_count,rho_h_low,rho_h_high
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,1,16675216867622254366,false,rho_l_outside_target_bin,0.4117647058823529411764705882,1,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,2,9571666903471486808,false,rho_l_outside_target_bin,0.4736842105263157894736842105,1,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,3,13641702907019413728,false,rho_l_outside_target_bin,0.375,2,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,4,14476501072906630919,false,rho_l_outside_target_bin,0.35,2,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,5,5786743443525576939,false,rho_l_outside_target_bin,0.375,1,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,6,16381207211179807253,false,rho_l_outside_target_bin,0.3,3,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,7,5049703793243307755,false,rho_l_outside_target_bin,0.3125,2,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,8,10172486803490929813,false,rho_l_outside_target_bin,0.32,1,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,9,17671572376702826076,false,rho_l_outside_target_bin,0.4,4,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,10,14377728233326211366,false,rho_l_outside_target_bin,0.45,1,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_00,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,0,11,1506204724662273275,true,accepted_all_structural_and_allocator_checks,0.2608695652173913043478260870,2,0.3,0.7
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_01,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,1,0,838162710521127717,false,rho_l_outside_target_bin,0.4,1,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_01,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,1,1,1782686405529919943,false,rho_l_outside_target_bin,0.3636363636363636363636363636,1,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_01,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,1,2,18066800415279001033,false,rho_l_outside_target_bin,0.3181818181818181818181818182,1,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_01,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,1,3,2871121178746799050,false,rho_l_outside_target_bin,0.3461538461538461538461538462,1,,
EXP-08,confirmatory,EXP-08-confirmatory-v1,exp08_confirmatory_n8_wide_layered_lognormal_01,n8_wide_layered_lognormal,8,wide_layered,lognormal,low,1,4,161054709058492115,false,rho_l_outside_target_bin,0.3529411764705882352941176471,1,,
